Année	B4	B5	C10	C11	C12	C13	C6	C7	C8	C9	CB1	CD1	CD2	CG1	CG11	CG12	CG13	CG14	D14	D15	D16	D17	D18	D19	D20	D21	D22	D23	D24	D25	E26	E27	E28	E28b	E29	E30	E31	E32	E33	E34	E35	E36	F37	F38	F39	F39a	F40	F41	F42	F43	F44	F45	F45a	F46	F47	F47a	F47b	F47c	F47d	F48	F49	F50	F51	F52	F53	F54	F55	F56	G57	G58	G58a	G58b	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	NBIB	TYPE
2018	27782.0	449833.0	103.34999999999998	93.86999999999998	7.98	1.5	269.0	15.0	89.0	165.0									90.0	34129.0	25279.0	3234.0	400.0		14846.0	2617.0	1365121.0	956000.0	339282.0	511416.0	6804655.0	2540651.0	4264004.0	132865.0	475478.0	28081.0	3627580.0	932979.0	1536865.0	7000.0	4000.0	151170.0	3510127.0	3382447.0	732.0	0.0	22798.0	30031.0	33191.0	38360.0	2568.0	851.0	305.0			37.0	1266.0	23.0	50.0	97863.0	97196.0	0.0	72.0	3.0	1.0	502.0	89.0	24179.0	89.0	470.0	822.0	5131.0	295595.0	1249.0	1415.0	3264.0	1305.0	20.0	6.0	115.0	1134.0	696.0	2460.0	46349.0			64.0	Réseaux de bibliothèques des universités
2003	12353.0	0.0	25.015	24.270000000000003	0.75	0.0	52.0	5.0	22.0	25.0									13.0	3670.0	2811.0	398.0	75.0	14.0	2222.0	395.0	0.0	0.0	0.0	0.0	4260375.59	2286674.2	2003701.3900000001	0.0	602479.0	171504.0	1052751.0	55000.0	3397889.54	136500.0	0.0	71038.05	279411.0	230034.0	0.0		1327.0	500.0	1000.0	16352.0	548.0	16249.0		218.0	139.0					20457.0	15423.0	0.0	367.0	10.0	0.0	1699.0	124.0	1293.0	4.0	264.0			114372.0	576.0	9775.0	1140.0	10.0	0.0	5.0	5.0	0.0	0.0	4196.0	48241.0	450.0	0.0	11.0	Réseaux de bibliothèques des HES
2004	13360.0	0.0	33.27	31.02	2.25	0.0	63.0	9.0	25.0	29.0									14.0	3920.0	3001.0	342.0	75.0	14.0	2160.0	386.5	0.0	0.0	0.0	0.0	4967951.87	2754725.1	2213226.77	0.0	606218.65	214662.65	1239096.2	52897.0	3972073.77	105000.0	0.0	101712.1	310437.0	285368.0	0.0		1201.0	500.0	1020.0	20252.0	1096.0	19027.0		413.0	278.0					34256.0	21911.0	0.0	2.0	0.0	0.0	3591.0	433.0	1533.0	6.0	263.0			113791.0	877.0	7592.0	100.0	30.0	1.0	5.0	5.0	19.0	33.0	0.0	72097.0	12000.0	0.0	11.0	Réseaux de bibliothèques des HES
2005	48057.0	12423.0	118.79	89.81	5.427	2.5300000000000002	189.0	35.0	76.0	45.0									53.0	17261.6	12582.900000000001	1920.0	395.0	52.0	9430.0	1661.95	441270.0	36683.0	75594.0	90957.0	15555748.530000001	10776353.2	4718158.33	0.0	823714.21	382885.1	1918048.93	84900.0	8154583.58	100000.0	0.0	395823.18	965974.0	729225.0	2817.0		2505.0	5786.0	2220.0	42032.0	7336.0	26940.0		1147.0	1702.0					73629.0	68835.0	30.0	195.0	641.0	20.0	5134.0	274.0	7340.0	50.0	920.0			469508.0	7950.0	19874.0	1631.0	128.0	108.0	5.0	5.0	10.0	527.0	4060.0	179228.0	2277.0	85.0	42.0	Réseaux de bibliothèques des HES
2006	65324.0	369304.0	162.94999999999996	137.37	10.76	7.2	259.0	56.0	125.0	75.0									413.0	27351.199999999997	21308.949999999997	2272.0	521.0	68.0	13285.0	2333.0	938363.0	57881.0	92618.0	217051.0	20618776.3	13287753.05	7331022.7	1873973.8	1173858.65	529747.45	3493103.2	97245.0	8461650.89	128000.0	61419.0	260890.8	1444615.0	1059734.0	13995.0		4980.0	34110.0	2200.0	60720.0	268876.0	47697.0		2329.0	1870.0					105649.0	72959.0	1858.0	570.0	12135.0	37.0	9692.0	8398.0	16026.0	113.0	1533.0			674112.0	31335.0	42083.0	2757.0	500.0	150.0	301.0	15.0	34.0	696.0	18534.0	132197.0	5868.0	108052.0	56.0	Réseaux de bibliothèques des HES
2007	60830.0	239192.0	149.49999999999997	125.91999999999997	12.905000000000001	7.0	246.0	46.0	129.0	67.0									422.0	26924.0	20828.0	2244.0	484.0	65.0	13308.0	2312.0	988004.0	82994.0	74754.0	204291.0	34336171.0	27515619.0	6820552.0	548834.0	817173.0	381423.0	3691379.0	191177.0	9108625.0	145300.0	42064.0	147468.0	1308635.0	1190647.0	2088.0		5241.0	5740.0	2301.0	85408.0	17210.0	66350.0		2634.0	7034.0					98265.0	79888.0	89.0	103.0	0.0	25.0	15550.0	2610.0	19934.0	100.0	1322.0			659530.0	36276.0	47249.0	3382.0	426.0	45.0	310.0	17.0	54.0	36070.0	25791.0	100548.0	8517.0	21596.0	58.0	Réseaux de bibliothèques des HES
2008	71179.0	202953.0	159.70000000000002	139.15	10.934999999999999	5.8	263.0	45.0	142.0	72.0									423.0	28516.0	21992.0	2470.0	550.0	59.0	13278.0	2274.75	1128652.0	88995.0	105440.0	263626.0	19769296.3	12242324.8	7526971.5	410740.8	742667.0	386593.55	4413496.1	312958.0	10485355.05	137400.0	58033.0	199551.2	1486858.0	1349012.0	3168.0		5333.0	5692.0	2701.0	104457.0	16495.0	103994.0		2899.0	8026.0					95249.0	80055.0	83.0	269.0	2.0	1.0	13051.0	1857.0	16095.0	121.0	1477.0			778930.0	52377.0	57121.0	4137.0	408.0	125.0	259.0	20.0	4.0	56884.0	25018.0	187723.0	23674.0	38395.0	55.0	Réseaux de bibliothèques des HES
2009	77027.0	155853.0	160.79999999999998	113.43999999999998	10.805	6.484999999999999	266.0	43.0	120.0	72.0									75.0	28912.0	22163.0	2449.0	517.0	63.0	12928.0	2345.25	1194623.0	92165.0	90581.0	276747.0	21258025.0	13423835.0	7834190.0	409351.0	751056.0	451423.0	4766860.0	696299.0	10310985.0	115000.0	59970.0	200275.8	1562916.0	1393147.0	6180.0		5496.0	5733.0	3202.0	115238.0	13898.0	74008.0		2694.0	2813.0					136925.0	111337.0	290.0	240.0	0.0	2.0	14365.0	7637.0	24648.0	119.0	1504.0			891875.0	66002.0	67058.0	5851.0	965.0	63.0	142.0	29.0	731.0	46438.0	25821.0	169609.0	21250.0	37093.0	55.0	Réseaux de bibliothèques des HES
2010	97038.0	338852.0	201.33999999999997	160.58	25.0	8.58	333.0	69.0	156.0	100.0									85.0	32214.9	24878.0	2729.0	693.0	75.0	14446.0	2719.2	1693104.0	114294.0	86030.0	405219.0	25746032.7	16467555.8	9278476.9	796831.85	781478.0	424159.0	5374443.0	974107.0	10901364.0	100000.0	60000.0	275248.0	1980177.0	1820170.0	7363.0		5856.0	6115.0	3352.0	128012.0	24271.0	86474.0		2595.0	5202.0					120898.0	104819.0	1167.0	390.0	232.0	5.0	10863.0	3422.0	32487.0	128.0	1866.0			1224977.0	89860.0	83402.0	3916.0	4826.0	220.0	203.0	270.0	4133.0	51530.0	22065.0	768844.0	9751.0	24583.0	64.0	Réseaux de bibliothèques des HES
2011	98836.0	386048.0	208.05000000000004	178.49	17.95	9.68	325.0	73.0	162.0	87.0									79.0	31899.7	24739.7	2715.0	744.0	89.0	13204.0	2464.0	1436501.0	103550.0	74561.0	412851.0	26491086.1	17150702.9	9340383.2	550047.0	903024.2	388106.0	5684917.0	1360395.0	11659713.0	118500.0	62069.0	312944.8	2005311.0	1829027.0	11526.0		5572.0	5977.0	3401.0	134973.0	14835.0	144461.0		2363.0	7169.0					142306.0	104328.0	4079.0	122.0	45.0	2.0	10651.0	23079.0	40963.0	90.0	1893.0			1231113.0	90847.0	89151.0	4155.0	4870.0	242.0	186.0	265.0	4177.0	46569.0	22469.0	1089416.0	9901.0	24522.0	58.0	Réseaux de bibliothèques des HES
2012	107240.0	486306.0	215.39999999999998	186.44	13.64	12.490000000000002	360.0	80.0	164.0	111.0									88.0	33600.0	26420.0	2841.0	763.0	83.0	14028.0	2622.8	1527366.0	111883.0	58076.0	470398.0	28001583.0	18386767.0	9614816.0	649027.0	819874.0	303281.0	5962419.0	1468060.0	16343634.0	123500.0	30000.0	357498.0	2420198.0	1927085.0	9263.0		5621.0	6832.0	3452.0	127307.0	340638.0	205573.0		4997.0	12888.0					334662.0	105831.0	481.0	564.0	248.0	2.0	24347.0	203189.0	37723.0	126.0	2302.0			1201842.0	110007.0	101730.0	6540.0	4850.0	238.0	191.0	281.0	4140.0	63759.0	27944.0	1225193.0	11250.0	27287.0	62.0	Réseaux de bibliothèques des HES
2013	107159.0	535289.0	205.00000000000006	180.10499999999996	13.889999999999999	10.8	347.0	79.0	161.0	107.0									78.0	29095.0	23788.0	2939.0	772.0	72.0	12777.0	2490.75	1561701.0	160657.0	43995.0	480326.0	28083517.1	17819977.0	10263540.1	956020.0	838684.1	573240.0	5861881.0	1486578.0	14795533.0	118500.0	25617.0	414018.7	2142265.0	1970441.0	14443.0		5107.0	6253.0	3456.0	136209.0	6356.0	240450.0		3469.0	175157.1					123665.0	109583.0	616.0	207.0	1.0	5.0	12066.0	1547.0	53765.0	125.0	2334.0			1394585.0	102560.0	102184.0	4889.0	5404.0	642.0	34.0	250.0	4478.0	51778.0	10943.0	1211574.0	18842.0	30424.0	57.0	Réseaux de bibliothèques des HES
2014	112873.0	750941.0	214.24000000000004	192.4	12.04	9.799999999999999	348.0	85.0	161.0	99.0									74.0	31363.0	26960.0	3316.0	999.0	88.0	13126.5	2574.5	1744894.0	146019.0	63370.0	344401.0	28071668.0	17295281.0	10776387.0	1180043.0	851117.0	698232.0	6002873.0	1793074.0	15064947.0	115000.0	15000.0	518268.0	2254128.0	2060092.0	15429.0		5284.0	6268.0	1855.0	153471.0	11729.0	373964.0		2603.0	203391.0					119063.0	101106.0	522.0	236.0	9.0	3.0	13361.0	3826.0	54803.0	189.0	2397.0			1461881.0	99191.0	108867.0	4820.0	4597.0	407.0	15.0	150.0	4025.0	38977.0	8559.0	1087741.0	132080.0	31705.0	59.0	Réseaux de bibliothèques des HES
2015	112169.0	671865.0	223.66000000000003	198.75	14.16	9.8	389.0	84.0	171.0	132.0									72.0	35477.0	30304.0	3841.0	831.0		13419.0	2737.3	1862551.0	165029.0	42618.0	376208.0	32194744.0	18254319.0	13940425.0	1084110.0	3465820.0	744380.0	6480632.0	2232055.0	16419066.0	131000.0	10000.0	457750.0	2213003.0	2011397.0	8252.0	4.0	4852.0	1328.0	1354.0	157451.0	28369.0	1759074.0	1241514.0			4220.0	2604955.0	36508224.0	159920.0	118166.0	99077.0	220.0	145.0	73.0	2.0	11762.0	6887.0	62239.0	167.0	2184.0	2067.0	28046.0	1426575.0	108278.0	110765.0	4874.0	5977.0	148.0	18.0	179.0	5632.0	60841.0	7731.0	673067.0			61.0	Réseaux de bibliothèques des HES
2016	112576.0	583404.0	223.29000000000005	195.69000000000003	17.05	10.45	386.0	78.0	178.0	130.0									71.0	35506.0	30373.0	3907.0	833.0		13662.5	2715.6	1799079.0	158076.0	75122.0	418549.0	30993919.0	18530406.0	12463513.0	1333030.0	3390257.0	611555.0	5168152.0	2201836.0	18514889.0	47000.0	10000.0	482605.0	2276916.0	2060244.0	8629.0	20.0	4962.0	1118.0	1354.0	174183.0	29568.0	2771200.0	1641916.0			4209.0	2677140.0	51428691.0	329007.0	109711.0	96333.0	418.0	320.0	0.0	0.0	9422.0	2318.0	48956.0	264.0	2208.0	2317.0	31170.0	1607439.0	121141.0	114317.0	3504.0	5109.0	151.0	16.0	125.0	4817.0	56599.0	7118.0	662776.0			60.0	Réseaux de bibliothèques des HES
2017	112697.0	717995.0	236.03	203.23000000000002	18.840000000000003	10.950000000000001	405.0	82.0	191.0	129.0									73.0	36120.0	30462.0	4013.0	817.0		13800.0	2763.8	1803439.0	163837.0	102243.0	447892.0	31115102.0	18892693.0	12222409.0	1208010.0	3431703.0	519832.0	5273669.0	2480723.0	19110870.0	47000.0	10000.0	523824.0	2310839.0	2082105.0	14022.0	22.0	4983.0	1123.0	1352.0	177963.0	29291.0	2157549.0	980670.0			2733.0	2816113.0	20327026.0	1466714.0	107999.0	98093.0	339.0	197.0	0.0	0.0	7772.0	1598.0	51216.0	290.0	2249.0	2550.0	33390.0	1616402.0	124308.0	121807.0	3741.0	4390.0	73.0	13.0	102.0	4202.0	52694.0	6481.0	794236.0			62.0	Réseaux de bibliothèques des HES
2018	111069.0	721676.0	237.18999999999997	206.28000000000006	13.410000000000002	16.200000000000003	398.0	88.0	185.0	125.0									66.0	36477.0	30885.0	4353.0	742.0		12729.5	2629.3	1719188.0	163632.0	111905.0	491640.0	32439877.0	20173190.0	12266687.0	1201565.0	3418788.0	592348.0	5073205.0	2723411.0	19976804.0	66511.0	10000.0	468952.0	2320960.0	2084331.0	13701.0	19.0	5388.0	1123.0	1353.0	185195.0	29869.0	2525111.0	1539078.0			3841.0	3905916.0	50146058.0	1583965.0	99884.0	86363.0	382.0	240.0	0.0	0.0	11085.0	1814.0	40664.0	310.0	2492.0	2763.0	35772.0	1447739.0	108751.0	115844.0	3607.0	14131.0	276.0	10478.0	110.0	3267.0	35411.0	5347.0	843190.0			55.0	Réseaux de bibliothèques des HES
2013	27475.0	132627.0	85.49999999999999	63.900000000000006	14.149000000000001	7.4	142.0	34.0	76.0	32.0									17.0	9591.0	7235.0	690.0	120.0	47.0	2294.0	465.15	528132.0	57923.0	0.0	164894.0	8526761.0	6069573.0	2457188.0	607753.0	298293.0	374179.0	1406963.0	125019.0	6685361.0	272667.0	0.0	245345.0	695265.0	541192.0	0.0		1067.0	5988.0	0.0	67663.0	79355.0	6789.0		59.0	15598.0					43522.0	39722.0	0.0	26.0	21.0	0.0	1389.0	2364.0	31499.0	176.0	263.0			745543.0	4165.0	6034.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	660.0	269887.0	17491.0	1233.0	10.0	Bibliothèques des HEP
2014	24449.0	47109.0	72.4	61.25	2.75	8.4	123.0	25.0	72.0	26.0									15.0	7250.0	5283.0	434.0	79.0	47.0	1862.5	377.5	436362.0	60880.0	0.0	126585.0	7878519.0	5540485.0	2338034.0	483271.0	326161.0	304797.0	1223805.0	143307.0	6490593.0	177758.0	0.0	595756.0	610364.0	516617.0	0.0		1015.0	4029.0	0.0	55843.0	32860.0	3971.0		59.0	295.0					128216.0	79234.0	0.0	0.0	0.0	0.0	4737.0	44245.0	26231.0	188.0	243.0			600956.0	3328.0	6539.0	130.0	0.0	0.0	0.0	0.0	0.0	20.0	280.0	160429.0	24213.0	2774.0	8.0	Bibliothèques des HEP
2015	27006.0	136948.0	84.33	69.25	5.65	9.43	142.0	28.0	77.0	35.0									16.0	8810.0	6658.0	636.0	117.0		2125.0	436.8	532753.0	65170.0	0.0	164217.0	9334407.0	6794301.0	2540106.0	591062.0	245866.0	400011.0	1303167.0	220101.0	6835363.0	226095.0	0.0	487320.0	752158.0	636471.0	0.0	0.0	1153.0	6747.0	0.0	69395.0	38392.0	271390.0	88347.0			627.0	359452.0	189821.0	18920177.0	46727.0	35416.0	0.0	8.0	23.0	0.0	1580.0	2145.0	25713.0	209.0	310.0	207.0	1829.0	750921.0	4843.0	8145.0	143.0	0.0	0.0	0.0	0.0	0.0	20.0	412.0	257972.0			9.0	Bibliothèques des HEP
2016	28436.0	41405.0	87.44	71.63999999999999	5.05	10.75	142.0	30.0	71.0	41.0									16.0	8795.0	6861.0	636.0	115.0		2125.0	447.8	537408.0	77224.0	0.0	155569.0	8661095.0	6845788.0	1815307.0	405734.0	0.0	199648.0	1209925.0	204596.0	3858677.0	225172.0	0.0	426578.0	734485.0	630833.0	0.0	0.0	1134.0	6265.0	0.0	69045.0	27208.0	259149.0	100215.0			651.0	465902.0	261340.0	1579379.0	43823.0	39786.0	0.0	9.0	128.0	0.0	1313.0	2587.0	31557.0	269.0	246.0	221.0	2870.0	739451.0	5743.0	8438.0	164.0	0.0	0.0	0.0	0.0	0.0	5.0	258.0	281525.0			9.0	Bibliothèques des HEP
2017	29639.0	112339.0	88.13	72.08999999999999	4.71	11.33	143.0	27.0	77.0	39.0									17.0	8859.0	6925.0	656.0	113.0		2138.0	445.3	557144.0	76288.0	0.0	154058.0	9226830.0	7356867.0	1869963.0	355076.0	0.0	206397.0	1308490.0	280718.0	3790130.0	182513.0	0.0	430641.0	737392.0	633499.0	0.0	0.0	1108.0	5370.0	0.0	65193.0	32222.0	383864.0	142085.0			639.0	564145.0	241204.0	21435528.0	44526.0	41097.0	0.0	8.0	67.0	0.0	1209.0	2145.0	21648.0	156.0	286.0	318.0	4328.0	773872.0	3988.0	9688.0	149.0	0.0	0.0	0.0	0.0	0.0	5.0	302.0	122245.0			9.0	Bibliothèques des HEP
2018	28578.0	140083.0	89.82000000000001	73.25	3.9000000000000004	12.67	141.0	26.0	77.0	38.0									17.0	8977.0	6958.0	649.0	118.0		2111.0	455.3	542823.0	79268.0	0.0	169092.0	8993354.0	7069544.0	1923810.0	286709.0	0.0	230809.0	1406292.0	344557.0	3801398.0	217345.0	0.0	446784.0	769852.0	668070.0	0.0	0.0	1080.0	4990.0	0.0	64410.0	31302.0	477715.0	157151.0			624.0	630582.0	707843.0	23393458.0	54222.0	50767.0	0.0	3.0	57.0	0.0	1108.0	2287.0	34667.0	130.0	323.0	459.0	6102.0	752876.0	13092.0	12344.0	208.0	0.0	0.0	0.0	0.0	0.0	5.0	539.0	340695.0			9.0	Bibliothèques des HEP
2003																																																																																								Bibliothèques des HEP
2004																																																																																								Bibliothèques des HEP
2005																																																																																								Bibliothèques des HEP
2006																																																																																								Bibliothèques des HEP
2007																																																																																								Bibliothèques des HEP
2008																																																																																								Bibliothèques des HEP
2009																																																																																								Bibliothèques des HEP
2010																																																																																								Bibliothèques des HEP
2011																																																																																								Bibliothèques des HEP
2012																																																																																								Bibliothèques des HEP
2003	4227.0	135629.0	125.35	118.2	3.15	4.0	153.0	65.0	81.0	7.0									1.0	12558.0	3316.0	143.0	28.0	7.0	294.0	54.0		16839.0	0.0	3671587.0	19428200.0	12353400.0	7074800.0			339700.0	1656000.0	133000.0	19198500.0	0.0	0.0	229700.0	3671587.0	3298211.0			40500.0	308964.0	8471.0	15441.0	0.0	51.0			2709.0					62897.0	53174.0		586.0	7870.0	97.0	1170.0	0.0		15.0	141.0			75491.0	2554.0	817.0	1382.0						61589.0		178186.0	25067.0	900.0	1.0	Bibliothèque Nationale Suisse
2004	4096.0	146139.0	127.0	118.0	5.0	4.0	163.0	66.0	85.0	12.0									1.0	12558.0	3316.0	143.0	28.0	7.0	304.0	54.0		17130.0	0.0	3736732.0	21611200.0	14233700.0	7377500.0			239400.0	1720200.0	150000.0	21270900.0	0.0	0.0	329400.0	3736732.0	3352994.0			41503.0	317124.0	8593.0	16518.0	0.0	60.0			3213.0					65145.0	54783.0		1003.0	8160.0	122.0	1077.0	0.0		58.0	125.0			78037.0	2750.0	580.0	1350.0						90304.0		129345.0	13153.0	7500.0	1.0	Bibliothèque Nationale Suisse
2005	3489.0	144587.0	109.36	104.46	4.9	0.0	153.0	61.0	83.0	9.0									1.0	15500.0	2800.0	143.0	41.0	10.0	304.0	54.0		29985.0	0.0	3883100.0	19344252.0	13470100.0	5874152.0			921446.0	1662336.0		19195860.0	0.0	0.0	148392.0	3793102.0	3404805.0			42192.0	319677.0	8651.0	17746.0	31.0	52.0			3244.0					56339.0	51811.0		689.0	2553.0	58.0	1197.0	31.0	50.0	90.0	98.0			72388.0	2141.0	642.0							129926.0		240000.0	11042.0		1.0	Bibliothèque Nationale Suisse
2006	3708.0	144587.0	126.0	115.0	3.0	8.0	165.0	68.0	88.0	9.0									1.0	15500.0	2800.0	143.0	42.0	10.0	298.0	54.0		30467.0	0.0	3853533.0	21928495.0	14313123.0	7615372.0			717597.0	1662760.0		21928495.0	0.0	0.0	299945.0	3835631.0	3456492.0			24871.0	325579.0	8713.0	19468.0	508.0	52.0		477.0	29575.0					60529.0	51687.0		679.0	5902.0	62.0	1722.0	477.0		100.0	107.0			83031.0	1985.0	581.0							1829460.0	0.0	205603.0	16496.0	6260.0	1.0	Bibliothèque Nationale Suisse
2007	3409.0	143144.0	136.2	123.5	6.7	6.0	174.0	70.0	90.0	14.0									1.0	15500.0	2800.0	143.0	42.0	10.0	297.0	54.0		30767.0	0.0	5100000.0	31483181.0	15925036.0	15558145.0	5860694.0	5776369.0	2168698.0	1752384.0		31230103.0	0.0	0.0	253078.0	5233320.0	3508950.0			163334.0	1530084.0	8759.0	21232.0	961.0	36.0		2568.0	29600.0					169315.0	52458.0		463.0	114505.0	46.0	1390.0	453.0		77.0	116.0			77636.0	1596.0	692.0							1386243.0	0.0	290821.0	29988.0	10166.0	1.0	Bibliothèque Nationale Suisse
2008	4491.0	150320.0	136.9	121.2	9.65	6.0	180.0	61.0	106.0	13.0									1.0	15500.0	2800.0	143.0	42.0	10.0	301.0	54.0		31017.0	0.0	5165391.0	31985889.0	15229872.0	16756017.0	5824012.0	5795897.0	3359186.0	1776922.0	97177.0	31642669.0	0.0	0.0	343220.0	5298067.0	3561377.0			163897.0	1540460.0	8830.0	22093.0	1410.0	29.0		3017.0	43066.0					65385.0	53065.0		563.0	10376.0	71.0	861.0	449.0	0.0	76.0	97.0			78436.0	1337.0	476.0		67150.0		66700.0	450.0		1472943.0	0.0	388997.0	38529.0	8319.0	1.0	Bibliothèque Nationale Suisse
2009	3675.0	142693.0	141.2	129.4	5.75	6.0	185.0	62.0	110.0	13.0									1.0	15500.0	2800.0	143.0	42.0	10.0	301.0	54.0		33000.0	0.0	5239518.0	35890565.0	16931949.0	18958616.0	5953755.0	7041253.0	4274641.0	1688967.0	88740.0	35304999.0	0.0	0.0	585566.0	5355581.0	3612951.0			164619.0	1544582.0	8852.0	22724.0	1853.0	32.0		3460.0	50356.0					74127.0	51574.0		722.0	20735.0	22.0	631.0	443.0	0.0	110.0	93.0			77757.0	1335.0	465.0		51680.0		49500.0	2180.0		1255394.0	0.0	463168.0	39883.0		1.0	Bibliothèque Nationale Suisse
2010	4280.0	141500.0	136.4	125.2	6.2	5.0	182.0	58.0	113.0	11.0									1.0	15500.0	2800.0	143.0	42.0	10.0	307.0	54.0		26500.0	0.0	5391795.0	37270226.0	17454334.0	19815892.0	5874801.0	7700885.0	4465319.0	1774887.0	78483.0	36818898.0	0.0	0.0	451328.0	5420583.0	3672061.0			165129.0	1548762.0	9004.0	23339.0	2288.0	31.0		3895.0	61978.0					59110.0	53218.0		510.0	4180.0	152.0	615.0	435.0	0.0	51.0	102.0			79132.0	1195.0	599.0		49940.0		47450.0	2490.0		114703.0	0.0	294337.0	45187.0		1.0	Bibliothèque Nationale Suisse
2011	4165.0	120504.0	135.5	126.7	4.8	4.0	178.0	54.0	115.0	9.0									1.0	15500.0	2800.0	143.0	42.0	10.0	308.0	54.0		28500.0	0.0	5513278.0	37013963.0	17635229.0	19378734.0	5883925.0	7610385.0	4187514.0	1696910.0	102512.0	36475978.0	0.0	0.0	537985.0	5544450.0	3724953.0			165792.0	1618022.0	9042.0	23969.0	2672.0	33.0		4279.0	188965.0					123867.0	52892.0		663.0	69260.0	38.0	630.0	384.0	0.0	39.0	79.0			72722.0	1241.0	435.0		42780.0		40640.0	2140.0		77811.0	0.0	376287.0	325299.0		1.0	Bibliothèque Nationale Suisse
2012	4182.0	104534.0	133.4	124.35	4.0	5.0	165.0	48.0	105.0	12.0									1.0	15500.0	2800.0	143.0	25.0	10.0	304.0	52.0		26000.0	0.0	5806233.0	37074775.0	17653706.0	19421069.0	5873947.0	7659225.0	4175471.0	1712426.0	72340.0	36680528.0	0.0	0.0	394247.0	5617898.0	3779040.0			166602.0	1635653.0	9094.0	24467.0	3042.0	31.0		4649.0	203263.0					73448.0	54087.0		810.0	17631.0	52.0	498.0	370.0	0.0	61.0	76.0			69429.0	1185.0	219.0		40700.0		38815.0	1885.0		76149.0	0.0	573003.0	163911.0		1.0	Bibliothèque Nationale Suisse
2013	5178.0	113008.0	131.4	124.35	2.0	5.0	166.0	48.0	108.0	10.0									1.0	15500.0	2800.0	151.0	15.0	10.0	303.0	52.0		26500.0	0.0	5951969.0	35453704.0	18051705.0	17401999.0	4032867.0	7453108.0	4111528.0	1804496.0	70480.0	35696648.0	0.0	0.0	243944.0	5675394.0	3832472.0			167220.0	1638403.0	9146.0	24755.0	3398.0	31.0		5005.0	301642.0					57496.0	53432.0		618.0	2750.0	52.0	288.0	356.0	0.0	40.0	59.0			86543.0	1109.0	202.0		34760.0		34000.0	760.0		69460.0	0.0	579054.0	172248.0		1.0	Bibliothèque Nationale Suisse
2014	4305.0	118551.0	126.0	124.1	1.9	0.0	169.0	46.0	112.0	11.0									1.0	15500.0	2800.0	151.0	20.0	0.0	298.0	52.0		26500.0	0.0	6018308.0	36066733.0	18395318.0	17671415.0	4353853.0	7494907.0	3948464.0	1874191.0	72664.0	35786830.0	0.0	0.0	279903.0	5732800.0	3885212.0			168188.0	1641577.0	9146.0	25001.0	3676.0	31.0		5283.0	417858.0					57406.0	52740.0		968.0	3174.0	0.0	246.0	278.0	0.0	82.0	61.0			76121.0	1153.0	412.0		44080.0		41876.0	2204.0		70377.0	0.0	527204.0	347126.0		1.0	Bibliothèque Nationale Suisse
2015	6247.0	98958.0	124.7	121.7	3.0		167.0	43.0	113.0	11.0									2.0	15500.0	3862.0	151.0	20.0		301.0	52.0		26500.0		6076076.0	36245563.0	18665588.0	17579975.0	3913943.0	7508677.0	4492000.0	1665355.0	66263.0	35975609.0	0.0	0.0	269954.0	5790568.0	3937627.0			168705.0	1646073.0	9146.0	25140.0	3877.0	31.0	0.0			39.0	9653.0	0.0	114782.0	57768.0	52415.0		517.0	4496.0	0.0	139.0	201.0		80.0	51.0		935.0	69605.0	1300.0	252.0		19860.0		18867.0	993.0		54413.0		515249.0			1.0	Bibliothèque Nationale Suisse
